holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,hour,weekday,month
,283.78,0.0,0.0,75,Clouds,16,Thursday,October
,283.52,0.0,0.0,75,Clouds,17,Thursday,October
,283.32,0.0,0.0,90,Clouds,18,Thursday,October
,282.06,0.0,0.0,90,Clouds,19,Thursday,October
,281.95,0.0,0.0,90,Clouds,20,Thursday,October
,281.81,0.0,0.0,90,Clouds,21,Thursday,October
,282.16,0.0,0.0,90,Clouds,22,Thursday,October
,282.53,0.0,0.0,90,Clouds,23,Thursday,October
,283.91,0.0,0.0,90,Clouds,0,Friday,October
,284.64,0.0,0.0,90,Clouds,1,Friday,October
,284.61,0.0,0.0,90,Clouds,2,Friday,October
,283.18,0.0,0.0,72,Drizzle,3,Friday,October
,282.26,0.0,0.0,72,Rain,4,Friday,October
,280.77,0.0,0.0,72,Drizzle,5,Friday,October
,278.53,0.0,0.0,75,Clouds,6,Friday,October
,277.64,0.0,0.0,75,Clouds,7,Friday,October
,277.9,0.0,0.0,90,Clouds,8,Friday,October
,278.18,0.0,0.0,90,Clouds,9,Friday,October
,279.29,0.0,0.0,75,Clouds,10,Friday,October
,280.45,0.0,0.0,75,Clouds,11,Friday,October
,280.95,0.0,0.0,40,Clouds,12,Friday,October
,281.74,0.0,0.0,40,Clouds,13,Friday,October
,281.84,0.0,0.0,75,Clouds,14,Friday,October
,282.45,0.0,0.0,75,Clouds,15,Friday,October
,282.2,0.0,0.0,75,Clouds,16,Friday,October
,281.54,0.0,0.0,40,Clouds,17,Friday,October
,280.21,0.0,0.0,20,Clouds,18,Friday,October
,282.2,0.0,0.0,56,Clear,23,Friday,October
,272.58,0.0,0.0,1,Clear,0,Saturday,October
,272.06,0.0,0.0,1,Clear,1,Saturday,October
,270.99,0.0,0.0,1,Clear,2,Saturday,October
,270.29,0.0,0.0,20,Clouds,3,Saturday,October
,269.48,0.0,0.0,1,Clear,4,Saturday,October
,269.27,0.0,0.0,1,Clear,5,Saturday,October
,268.91,0.0,0.0,1,Clear,6,Saturday,October
,268.98,0.0,0.0,75,Clouds,7,Saturday,October
,269.23,0.0,0.0,40,Clouds,8,Saturday,October
,272.61,0.0,0.0,40,Clouds,9,Saturday,October
,276.78,0.0,0.0,20,Clouds,10,Saturday,October
,279.22,0.0,0.0,1,Clear,11,Saturday,October
,280.35,0.0,0.0,1,Clear,12,Saturday,October
,281.81,0.0,0.0,1,Clear,13,Saturday,October
,283.05,0.0,0.0,1,Clear,14,Saturday,October
,283.96,0.0,0.0,1,Clear,15,Saturday,October
,284.53,0.0,0.0,1,Clear,16,Saturday,October
,284.44,0.0,0.0,1,Clear,17,Saturday,October
,283.64,0.0,0.0,1,Clear,18,Saturday,October
,281.85,0.0,0.0,20,Clouds,19,Saturday,October
,281.38,0.0,0.0,1,Clear,20,Saturday,October
,281.84,0.0,0.0,75,Clouds,21,Saturday,October
,282.23,0.0,0.0,90,Clouds,22,Saturday,October
,282.18,0.0,0.0,90,Clouds,23,Saturday,October
,282.49,0.0,0.0,90,Clouds,0,Sunday,October
,282.54,0.0,0.0,90,Clouds,1,Sunday,October
,282.58,0.0,0.0,90,Clouds,2,Sunday,October
,282.23,0.0,0.0,90,Clouds,3,Sunday,October
,282.08,0.0,0.0,90,Clouds,4,Sunday,October
,282.23,0.0,0.0,90,Clouds,5,Sunday,October
,282.24,0.0,0.0,90,Clouds,6,Sunday,October
,282.24,0.0,0.0,90,Clouds,7,Sunday,October
,282.24,0.0,0.0,57,Mist,8,Sunday,October
,282.43,0.0,0.0,57,Drizzle,9,Sunday,October
,282.43,0.0,0.0,57,Mist,9,Sunday,October
,282.43,0.0,0.0,57,Haze,9,Sunday,October
,282.33,0.0,0.0,57,Drizzle,10,Sunday,October
,282.33,0.0,0.0,57,Mist,10,Sunday,October
,282.82,0.0,0.0,57,Drizzle,11,Sunday,October
,282.82,0.0,0.0,57,Mist,11,Sunday,October
,283.33,0.0,0.0,57,Mist,12,Sunday,October
,283.33,0.0,0.0,57,Rain,12,Sunday,October
,283.33,0.0,0.0,57,Drizzle,12,Sunday,October
,283.75,0.0,0.0,93,Rain,13,Sunday,October
,283.75,0.0,0.0,93,Mist,13,Sunday,October
,283.75,0.0,0.0,93,Drizzle,13,Sunday,October
,284.09,0.0,0.0,93,Mist,14,Sunday,October
,284.09,0.0,0.0,93,Rain,14,Sunday,October
,284.09,0.0,0.0,93,Drizzle,14,Sunday,October
,284.55,0.0,0.0,93,Mist,15,Sunday,October
,284.55,0.0,0.0,93,Rain,15,Sunday,October
,284.68,0.0,0.0,93,Mist,16,Sunday,October
,284.64,0.0,0.0,93,Rain,17,Sunday,October
,284.64,0.0,0.0,93,Mist,17,Sunday,October
,284.4,0.0,0.0,93,Mist,18,Sunday,October
,284.17,0.0,0.0,93,Mist,19,Sunday,October
,284.03,0.0,0.0,93,Mist,20,Sunday,October
,283.58,0.0,0.0,93,Mist,21,Sunday,October
,283.04,0.0,0.0,93,Mist,22,Sunday,October
,281.95,0.0,0.0,93,Mist,23,Sunday,October
,281.95,0.0,0.0,93,Fog,23,Sunday,October
,281.61,0.0,0.0,93,Mist,0,Monday,October
,281.61,0.0,0.0,93,Fog,0,Monday,October
,281.57,0.0,0.0,85,Fog,1,Monday,October
,281.42,0.0,0.0,85,Fog,2,Monday,October
,281.29,0.0,0.0,85,Mist,3,Monday,October
,281.29,0.0,0.0,85,Fog,3,Monday,October
,281.02,0.0,0.0,85,Mist,4,Monday,October
,281.02,0.0,0.0,85,Fog,4,Monday,October
,280.82,0.0,0.0,85,Mist,5,Monday,October
,280.82,0.0,0.0,85,Fog,5,Monday,October
,280.39,0.0,0.0,85,Mist,6,Monday,October
,280.19,0.0,0.0,100,Mist,7,Monday,October
,279.82,0.0,0.0,100,Mist,8,Monday,October
,279.75,0.0,0.0,100,Mist,9,Monday,October
,280.07,0.0,0.0,100,Mist,10,Monday,October
,280.32,0.0,0.0,90,Clouds,11,Monday,October
,281.72,0.0,0.0,100,Clear,12,Monday,October
,284.01,0.0,0.0,40,Clouds,13,Monday,October
,285.88,0.0,0.0,1,Clear,14,Monday,October
,286.87,0.0,0.0,1,Clear,15,Monday,October
,287.6,0.0,0.0,20,Clouds,16,Monday,October
,287.27,0.0,0.0,20,Clouds,17,Monday,October
,286.18,0.0,0.0,20,Clouds,18,Monday,October
,285.2,0.0,0.0,75,Clouds,19,Monday,October
,284.68,0.0,0.0,75,Clouds,20,Monday,October
,284.49,0.0,0.0,90,Clouds,21,Monday,October
,283.54,0.0,0.0,20,Clouds,22,Monday,October
,282.33,0.0,0.0,75,Clouds,23,Monday,October
,281.21,0.0,0.0,20,Clouds,0,Tuesday,October
,279.87,0.0,0.0,1,Clear,1,Tuesday,October
,278.93,0.0,0.0,1,Clear,2,Tuesday,October
,277.91,0.0,0.0,1,Clear,3,Tuesday,October
,277.21,0.0,0.0,1,Clear,4,Tuesday,October
,276.61,0.0,0.0,1,Clear,5,Tuesday,October
,276.11,0.0,0.0,1,Clear,6,Tuesday,October
,274.81,0.0,0.0,20,Clouds,7,Tuesday,October
,274.99,0.0,0.0,20,Clouds,8,Tuesday,October
,277.91,0.0,0.0,20,Clouds,9,Tuesday,October
,280.71,0.0,0.0,20,Clouds,10,Tuesday,October
,283.85,0.0,0.0,20,Clouds,11,Tuesday,October
,286.01,0.0,0.0,40,Clouds,12,Tuesday,October
,286.31,0.0,0.0,1,Clear,13,Tuesday,October
,288.15,0.0,0.0,75,Clouds,14,Tuesday,October
,289.15,0.0,0.0,75,Clouds,15,Tuesday,October
,288.99,0.0,0.0,75,Clouds,16,Tuesday,October
,288.86,0.0,0.0,75,Clouds,17,Tuesday,October
,288.16,0.0,0.0,90,Clouds,18,Tuesday,October
,287.28,0.0,0.0,68,Rain,19,Tuesday,October
,287.04,0.0,0.0,90,Clouds,20,Tuesday,October
,286.9,0.0,0.0,90,Clouds,21,Tuesday,October
,287.09,0.0,0.0,90,Clouds,22,Tuesday,October
,287.09,0.0,0.0,90,Clouds,23,Tuesday,October
,286.89,0.0,0.0,75,Clouds,0,Wednesday,October
,286.93,0.0,0.0,75,Clouds,1,Wednesday,October
,286.93,0.0,0.0,90,Clouds,2,Wednesday,October
,287.07,0.0,0.0,90,Clouds,3,Wednesday,October
,286.56,0.0,0.0,75,Clouds,4,Wednesday,October
,285.91,0.0,0.0,90,Clouds,5,Wednesday,October
,285.29,0.0,0.0,90,Clouds,6,Wednesday,October
,284.92,0.0,0.0,75,Clouds,7,Wednesday,October
,285.35,0.0,0.0,75,Clouds,8,Wednesday,October
,285.72,0.0,0.0,100,Rain,9,Wednesday,October
,285.72,0.0,0.0,100,Rain,9,Wednesday,October
,287.09,0.0,0.0,75,Clouds,10,Wednesday,October
,288.31,0.0,0.0,75,Clouds,11,Wednesday,October
,288.61,0.0,0.0,1,Clear,12,Wednesday,October
,290.32,0.0,0.0,1,Clear,13,Wednesday,October
,291.36,0.0,0.0,1,Clear,14,Wednesday,October
,292.01,0.0,0.0,1,Clear,15,Wednesday,October
,292.61,0.0,0.0,1,Clear,16,Wednesday,October
,292.65,0.0,0.0,1,Clear,17,Wednesday,October
,290.52,0.0,0.0,40,Clouds,18,Wednesday,October
,288.35,0.0,0.0,40,Clouds,19,Wednesday,October
,286.72,0.0,0.0,40,Clouds,20,Wednesday,October
,285.49,0.0,0.0,40,Clouds,21,Wednesday,October
,284.22,0.0,0.0,20,Clouds,22,Wednesday,October
,283.8,0.0,0.0,20,Clouds,23,Wednesday,October
,283.72,0.0,0.0,20,Clouds,0,Thursday,October
,282.8,0.0,0.0,40,Clouds,1,Thursday,October
,282.32,0.0,0.0,99,Mist,2,Thursday,October
,282.38,0.0,0.0,99,Mist,3,Thursday,October
,282.76,0.0,0.0,90,Clouds,4,Thursday,October
,282.88,0.0,0.0,99,Mist,5,Thursday,October
,284.18,0.0,0.0,75,Clouds,6,Thursday,October
,284.69,0.0,0.0,90,Clouds,7,Thursday,October
,285.0,0.0,0.0,90,Clouds,8,Thursday,October
,286.9,0.0,0.0,99,Rain,9,Thursday,October
,288.35,0.0,0.0,90,Clouds,10,Thursday,October
,289.59,0.0,0.0,90,Clouds,11,Thursday,October
,288.27,0.0,0.0,99,Rain,12,Thursday,October
,286.41,0.0,0.0,90,Clouds,13,Thursday,October
,285.96,0.0,0.0,90,Clouds,14,Thursday,October
,287.04,0.0,0.0,90,Clouds,15,Thursday,October
,287.18,0.0,0.0,90,Clouds,16,Thursday,October
,286.94,0.0,0.0,90,Clouds,17,Thursday,October
,286.01,0.0,0.0,90,Clouds,18,Thursday,October
,284.67,0.0,0.0,100,Drizzle,19,Thursday,October
,283.44,0.0,0.0,100,Rain,20,Thursday,October
,282.51,0.0,0.0,100,Drizzle,21,Thursday,October
,281.9,0.0,0.0,90,Clouds,22,Thursday,October
,281.85,0.0,0.0,90,Clouds,23,Thursday,October
,281.28,0.0,0.0,90,Clouds,0,Friday,October
,280.97,0.0,0.0,87,Mist,1,Friday,October
,280.44,0.0,0.0,87,Drizzle,2,Friday,October
,280.44,0.0,0.0,87,Mist,2,Friday,October
,280.02,0.0,0.0,87,Mist,3,Friday,October
,279.79,0.0,0.0,87,Drizzle,4,Friday,October
,279.79,0.0,0.0,87,Mist,4,Friday,October
,279.79,0.0,0.0,87,Rain,4,Friday,October
,279.79,0.0,0.0,87,Drizzle,4,Friday,October
,279.74,0.0,0.0,87,Mist,5,Friday,October
,279.74,0.0,0.0,87,Rain,5,Friday,October
,279.65,0.0,0.0,87,Drizzle,6,Friday,October
,279.65,0.0,0.0,87,Mist,6,Friday,October
,279.65,0.0,0.0,87,Rain,6,Friday,October
,279.45,0.0,0.0,91,Mist,7,Friday,October
,279.45,0.0,0.0,91,Rain,7,Friday,October
,279.22,0.0,0.0,91,Drizzle,8,Friday,October
,279.22,0.0,0.0,91,Mist,8,Friday,October
,279.22,0.0,0.0,91,Rain,8,Friday,October
,279.35,0.0,0.0,91,Rain,9,Friday,October
,279.35,0.0,0.0,91,Mist,9,Friday,October
,279.92,0.0,0.0,91,Mist,10,Friday,October
,280.44,0.0,0.0,90,Clouds,11,Friday,October
,281.0,0.0,0.0,90,Clouds,12,Friday,October
,281.51,0.0,0.0,90,Clouds,13,Friday,October
,281.93,0.0,0.0,92,Mist,14,Friday,October
,281.94,0.0,0.0,92,Mist,15,Friday,October
,281.94,0.0,0.0,92,Drizzle,15,Friday,October
,282.27,0.0,0.0,92,Rain,16,Friday,October
,282.41,0.0,0.0,92,Rain,17,Friday,October
,282.21,0.0,0.0,90,Clouds,18,Friday,October
,281.69,0.0,0.0,75,Clouds,19,Friday,October
,281.26,0.0,0.0,90,Clouds,20,Friday,October
,280.66,0.0,0.0,92,Mist,21,Friday,October
,280.43,0.0,0.0,92,Drizzle,22,Friday,October
,280.43,0.0,0.0,92,Drizzle,22,Friday,October
,280.1,0.0,0.0,92,Mist,23,Friday,October
,280.1,0.0,0.0,92,Rain,23,Friday,October
,280.1,0.0,0.0,92,Drizzle,23,Friday,October
,280.06,0.0,0.0,92,Rain,0,Saturday,October
,280.06,0.0,0.0,92,Rain,0,Saturday,October
,280.28,0.0,0.0,96,Drizzle,1,Saturday,October
,280.28,0.0,0.0,96,Rain,1,Saturday,October
,280.38,0.0,0.0,96,Drizzle,2,Saturday,October
,280.62,0.0,0.0,96,Drizzle,3,Saturday,October
,280.62,0.0,0.0,96,Mist,3,Saturday,October
,280.91,0.0,0.0,96,Mist,4,Saturday,October
,280.91,0.0,0.0,96,Drizzle,4,Saturday,October
,280.91,0.0,0.0,96,Rain,4,Saturday,October
,280.96,0.0,0.0,96,Rain,5,Saturday,October
,280.96,0.0,0.0,96,Mist,5,Saturday,October
,280.96,0.0,0.0,96,Drizzle,5,Saturday,October
,281.13,0.0,0.0,96,Rain,6,Saturday,October
,281.13,0.0,0.0,96,Mist,6,Saturday,October
,281.13,0.0,0.0,96,Drizzle,6,Saturday,October
,281.28,0.0,0.0,100,Rain,7,Saturday,October
,281.28,0.0,0.0,100,Mist,7,Saturday,October
,281.28,0.0,0.0,100,Drizzle,7,Saturday,October
,281.19,0.0,0.0,100,Rain,8,Saturday,October
,281.19,0.0,0.0,100,Mist,8,Saturday,October
,281.19,0.0,0.0,100,Drizzle,8,Saturday,October
,281.7,0.0,0.0,100,Rain,9,Saturday,October
,281.7,0.0,0.0,100,Drizzle,9,Saturday,October
,281.7,0.0,0.0,100,Mist,9,Saturday,October
,281.7,0.0,0.0,100,Drizzle,9,Saturday,October
,282.02,0.0,0.0,100,Rain,10,Saturday,October
,282.02,0.0,0.0,100,Drizzle,10,Saturday,October
,282.02,0.0,0.0,100,Mist,10,Saturday,October
,282.02,0.0,0.0,100,Rain,10,Saturday,October
,282.35,0.0,0.0,100,Rain,11,Saturday,October
,282.35,0.0,0.0,100,Mist,11,Saturday,October
,282.35,0.0,0.0,100,Drizzle,11,Saturday,October
,282.71,0.0,0.0,100,Rain,12,Saturday,October
,282.71,0.0,0.0,100,Mist,12,Saturday,October
,282.71,0.0,0.0,100,Rain,12,Saturday,October
,282.71,0.0,0.0,100,Rain,12,Saturday,October
,283.31,0.0,0.0,48,Rain,13,Saturday,October
,283.79,0.0,0.0,90,Clouds,14,Saturday,October
,284.2,0.0,0.0,75,Clouds,15,Saturday,October
,284.32,0.0,0.0,90,Clouds,16,Saturday,October
,284.13,0.0,0.0,75,Clouds,17,Saturday,October
,283.14,0.0,0.0,40,Clouds,18,Saturday,October
,281.4,0.0,0.0,40,Clouds,19,Saturday,October
,280.47,0.0,0.0,20,Clouds,20,Saturday,October
,279.52,0.0,0.0,20,Clouds,21,Saturday,October
,278.85,0.0,0.0,48,Mist,22,Saturday,October
,278.12,0.0,0.0,48,Fog,23,Saturday,October
,277.94,0.0,0.0,48,Mist,0,Sunday,October
